Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Decreased Total Body Fat Amount MP:0010025	2/385	0.20545131301887606	0.3001470893921604	0	0	2.460835509138381	3.8943858659264325	WNT10A;SGMS1
Abnormal T Cell Physiology MP:0002444	1/105	0.2058129706164305	0.3001470893921604	0	0	4.481288981288981	7.083965301772583	SEMA3A
Decreased Food Intake MP:0011940	1/106	0.2075593431728838	0.3001470893921604	0	0	4.438352638352638	6.97859046187998	SEMA3A
Decreased Male Germ Cell Number MP:0004901	1/106	0.2075593431728838	0.3001470893921604	0	0	4.438352638352638	6.97859046187998	SGMS1
Abnormal Forebrain Morphology MP:0000783	1/110	0.21450751785025113	0.3056991196416622	0	0	4.274485494668981	6.580187822564239	SS18L1
Decreased Neutrophil Cell Number MP:0000222	1/110	0.21450751785025113	0.3056991196416622	0	0	4.274485494668981	6.580187822564239	PLA2G10
Oxidative Stress MP:0003674	1/110	0.21450751785025113	0.3056991196416622	0	0	4.274485494668981	6.580187822564239	SGMS1
Cornea Opacity MP:0001314	1/113	0.21967968482403516	0.3071351043748359	0	0	4.159266409266409	6.303720831195955	GSDMA
Increased Male Germ Cell Apoptosis MP:0014052	1/113	0.21967968482403516	0.3071351043748359	0	0	4.159266409266409	6.303720831195955	TCFL5
Abnormal Coat Appearance MP:0001510	1/113	0.21967968482403516	0.3071351043748359	0	0	4.159266409266409	6.303720831195955	GSDMA
Abnormal Coat/ Hair Morphology MP:0000367	1/113	0.21967968482403516	0.3071351043748359	0	0	4.159266409266409	6.303720831195955	WNT10A
Abnormal Retina Morphology MP:0001325	2/404	0.2207250796915916	0.3071410307029223	0	0	2.341901603095633	3.53823237720418	FARP1;SIX6
Increased Circulating Alkaline Phosphatase Level MP:0002968	2/409	0.22476315164748406	0.31129168890144504	0	0	2.3124488124488125	3.4518110513417355	HPSE2;SGMS1
Abnormal Ovary Morphology MP:0001126	1/119	0.22992472687133783	0.31695231040675076	0	0	3.9464040311497937	5.801226941414928	SIX6
Double Outlet Right Ventricle MP:0000284	1/121	0.23331054537092683	0.32012377155545774	0	0	3.8801801801801803	5.6471556437935915	TLL1
Abnormal Sternum Morphology MP:0000157	1/122	0.23499801464109082	0.3209463625885268	0	0	3.847889211525575	5.572429322975023	SEMA3A
Abnormal Axon Morphology MP:0005404	1/123	0.23668186735056027	0.32175645561481697	0	0	3.816127603012849	5.4991863062361785	SIX6
Abnormal Seminal Vesicle Morphology MP:0002059	1/124	0.23836211106923097	0.3225542328689135	0	0	3.7848824434190287	5.427386252465238	SHISA6
Thymus Hypoplasia MP:0001823	1/128	0.24504714597924143	0.33003883004885015	0	0	3.664822302617578	5.153856661653506	TLL1
Abnormal Rib Morphology MP:0000150	1/129	0.24670945717221954	0.33003883004885015	0	0	3.63597972972973	5.088713329347999	SEMA3A
Abnormal Spermatid Morphology MP:0006380	1/130	0.24836820430794826	0.33003883004885015	0	0	3.607584328514561	5.024798359167238	SGMS1
Increased Lymphocyte Cell Number MP:0005013	1/130	0.24836820430794826	0.33003883004885015	0	0	3.607584328514561	5.024798359167238	GSDMA
Decreased Physiological Sensitivity To Xenobiotic MP:0008874	1/132	0.25167503596730517	0.33293334354419296	0	0	3.552094078811636	4.900527826078779	KIF26A
Decreased Grip Strength MP:0010053	2/452	0.25970095764421347	0.34201688618322756	0	0	2.086172839506173	2.812629276751376	PLA2G10;EMILIN2
Abnormal Vocalization MP:0001529	1/139	0.26313776620604296	0.3425639353940562	0	0	3.370544457500979	4.49993826370284	EMILIN2
Decreased Body Size MP:0001265	3/817	0.2640172792952541	0.3425639353940562	0	0	1.741031941031941	2.318603141316197	HPSE2;SEMA3A;SS18L1
Decreased CD4-positive, Alpha-Beta T Cell Number MP:0008075	1/140	0.2647612788808299	0.3425639353940562	0	0	3.346101497180634	4.446723598439214	PLA2G10
Increased Mean Platelet Volume MP:0002599	1/140	0.2647612788808299	0.3425639353940562	0	0	3.346101497180634	4.446723598439214	SGMS1
Decreased CD8-positive, Alpha-Beta T Cell Number MP:0008079	1/144	0.2712205710597955	0.34938894525170167	0	0	3.2517482517482517	4.242955498727163	PLA2G10
Decreased T Cell Number MP:0005018	1/146	0.2744294634155625	0.3519856161199606	0	0	3.2065237651444547	4.146230874158567	PLA2G10
Decreased Brain Size MP:0000774	1/147	0.27602874643703135	0.3525042432853863	0	0	3.184376156978897	4.099089051711851	SEMA3A
Insulin Resistance MP:0005331	1/149	0.27921702204578003	0.3550388857909703	0	0	3.1409788166544925	4.007153801154537	BAIAP2L1
Enlarged Thymus MP:0000709	1/151	0.2823916247407027	0.357534460508615	0	0	3.0987387387387386	3.9182325218751832	GSDMA
Abnormal Seminiferous Tubule Morphology MP:0002216	1/152	0.28397381662628607	0.35800117908014695	0	0	3.0780383032038663	3.8748600517492244	TCFL5
Increased Insulin Sensitivity MP:0002891	1/153	0.28555261168046436	0.3584596614712212	0	0	3.0576102418207682	3.832191549383853	SGMS1
Ventricular Septal Defect MP:0010402	1/158	0.29339588220213386	0.3667448527526673	0	0	2.9593733861249785	3.6288796721967205	TLL1
Slow Postnatal Weight Gain MP:0008489	1/159	0.2949544447239857	0.3671373890024294	0	0	2.9404721176873077	3.590123440846612	HPSE2
Abnormal Vitreous Body Morphology MP:0002699	1/163	0.3011552900762981	0.3732807166912098	0	0	2.8672005338672006	3.441011178703576	FARP1
Azoospermia MP:0005159	1/164	0.30269718509881094	0.37362204855292563	0	0	2.849444536561101	3.4051499413465147	TCFL5
Increased Circulating Creatinine Level MP:0005553	1/165	0.3042357674920709	0.3739564642090038	0	0	2.831905075807515	3.369832035364946	SGMS1
Increased Susceptibility To Induced Morbidity/Mortality MP:0009763	1/167	0.30730302202143817	0.3761593008146235	0	0	2.7974601107131227	3.3007818635547332	C1QTNF4
Decreased Heart Rate MP:0005333	1/174	0.31793507858407544	0.3875654883566209	0	0	2.6831745039837527	3.0746713238815144	PLA2G10
Weight Loss MP:0001263	1/175	0.31944091321936346	0.38779863950498855	0	0	2.6675986331158743	3.0442180973429163	HPSE2
Increased Circulating Glucose Level MP:0005559	1/178	0.3239390208680578	0.39164758670523386	0	0	2.62192701175752	2.9554360964530817	SCML4
Lethality Throughout Fetal Growth And Development, Incomplete Penetrance MP:0011109	1/182	0.3298914916483971	0.39560158551332175	0	0	2.5633865910109006	2.8427739195719655	TLL1
Decreased Mean Corpuscular Hemoglobin MP:0005562	1/182	0.3298914916483971	0.39560158551332175	0	0	2.5633865910109006	2.8427739195719655	SGMS1
Decreased Survivor Rate MP:0008770	1/183	0.33137161736731374	0.3957677211471966	0	0	2.5491535491535493	2.8155778793443162	SEMA3A
Increased Mean Corpuscular Hemoglobin MP:0005561	1/187	0.33726035223931355	0.40117662867176407	0	0	2.4937518163324617	2.710459069434648	GSDMA
Decreased Circulating Serum Albumin Level MP:0005419	1/189	0.34018575193736766	0.4030313125362388	0	0	2.4669350201265097	2.660005943011218	HPSE2
Increased Susceptibility To Bacterial Infection MP:0002412	1/192	0.34455029041829033	0.4049495445155205	0	0	2.4277628413754067	2.586818253878897	GSDMA
Abnormal Locomotor Behavior MP:0001392	1/192	0.34455029041829033	0.4049495445155205	0	0	2.4277628413754067	2.586818253878897	SS18L1
Increased Anxiety-Related Response MP:0001363	1/194	0.34744435197513596	0.4051228609986763	0	0	2.402324604397143	2.539619293321155	SV2C
Thrombocytopenia MP:0003179	1/194	0.34744435197513596	0.4051228609986763	0	0	2.402324604397143	2.539619293321155	SGMS1
Decreased Circulating Insulin Level MP:0002727	1/197	0.3517621288586842	0.40700227709325004	0	0	2.3651406508549364	2.4710991935119053	SGMS1
Postnatal Lethality, Incomplete Penetrance MP:0011086	2/567	0.35300800702624896	0.40700227709325004	0	0	1.6502458210422812	1.718342454929498	KIF26A;SEMA3A
Decreased Leukocyte Cell Number MP:0000221	1/198	0.35319519639278646	0.40700227709325004	0	0	2.35299766771848	2.4488456408367316	SHISA6
Increased Bone Mineral Content MP:0010123	1/200	0.35605208318909226	0.4086979165010981	0	0	2.329077821540133	2.405188026884542	WNT10A
Abnormal Spermatogenesis MP:0001156	1/201	0.35747591537342405	0.4087418412215508	0	0	2.3172972972972974	2.3837742738740055	SGMS1
Increased Circulating Insulin Level MP:0002079	1/206	0.36454922085781244	0.4136231544348256	0	0	2.2601186552406065	2.2806714962627828	BAIAP2L1
Pallor MP:0003717	1/206	0.36454922085781244	0.4136231544348256	0	0	2.2601186552406065	2.2806714962627828	TLL1
Abnormal Coat/Hair Pigmentation MP:0002075	1/212	0.37293714800946176	0.42151899870801235	0	0	2.195081337261432	2.165108330316322	WNT10A
Increased Body Weight MP:0001260	1/221	0.3853172529143207	0.43384957866307094	0	0	2.1041769041769043	2.0067287904446918	PLA2G10
Short Tibia MP:0002764	1/226	0.39209191346155586	0.4397989143390075	0	0	2.056816816816817	1.925713242850166	WNT10A
Increased Startle Reflex MP:0001488	1/229	0.3961217541479278	0.4426360510365102	0	0	2.029397818871503	1.8792906796875701	FARP1
Decreased Lymphocyte Cell Number MP:0005016	1/232	0.40012557929499826	0.4454228146868848	0	0	2.0026910026910025	1.834418561938442	SHISA6
Male Infertility MP:0001925	2/632	0.40428159754945564	0.4456215383220404	0	0	1.4742504409171076	1.3351455063816355	SGMS1;TCFL5
Abnormal Lens Morphology MP:0001303	1/237	0.4067412523808046	0.4456215383220404	0	0	1.9596885020613835	1.7628927402178214	PLA2G10
Decreased Hematocrit MP:0000208	1/238	0.4080558357743092	0.4456215383220404	0	0	1.9513057361158628	1.7490553582438324	GSDMA
Small Kidney MP:0002989	1/238	0.4080558357743092	0.4456215383220404	0	0	1.9513057361158628	1.7490553582438324	HPSE2
Increased Leukocyte Cell Number MP:0000218	1/238	0.4080558357743092	0.4456215383220404	0	0	1.9513057361158628	1.7490553582438324	SCML4
Reduced Female Fertility MP:0001923	1/239	0.40936758266194223	0.4456215383220404	0	0	1.942993413581649	1.7353686181724441	SIX6
Decreased Testis Weight MP:0004852	1/246	0.418470888966823	0.45385629501916464	0	0	1.886707115278544	1.6436010392833618	TCFL5
Decreased Erythrocyte Cell Number MP:0002875	1/262	0.4387684433726605	0.47412707250891883	0	0	1.7693900797349074	1.457594297736403	GSDMA
Increased Lean Body Mass MP:0003960	1/271	0.4498809119656531	0.4843608358754295	0	0	1.7095095095095094	1.3655089647006626	SGMS1
Increased Neutrophil Cell Number MP:0000219	1/273	0.45232109719447977	0.4852171769904419	0	0	1.6967408585055643	1.3461313487297641	SHISA6
Edema MP:0001785	1/280	0.46077902979491214	0.4924993253242721	0	0	1.6534922018792986	1.2811864062805505	TLL1
Abnormal Auditory Brainstem Response MP:0004738	1/287	0.4691097297965362	0.4995933945486577	0	0	1.6123606123606125	1.2204256929833583	NCMAP
Tremors MP:0000745	1/296	0.4796366708546634	0.5089669708709558	0	0	1.5623453962437013	1.1478964045080726	SGMS1
Increased Grip Strength MP:0010052	1/303	0.4876835064292565	0.5156510193427623	0	0	1.5255056380884195	1.0954482627571214	SGMS1
Microphthalmia MP:0001297	1/307	0.4922271626466598	0.5185964749313022	0	0	1.5052110934463876	1.0669161354985492	GSDMA
Prenatal Lethality, Incomplete Penetrance MP:0011101	1/313	0.4989691642060278	0.5238288378675381	0	0	1.4757449757449757	1.0259541112875	SEMA3A
Enlarged Lymph Nodes MP:0000702	1/318	0.5045208466591729	0.5277788998739574	0	0	1.452041947310086	0.9934088623207779	GSDMA
Increased Heart Weight MP:0002833	1/320	0.5067247082652759	0.5282112683330615	0	0	1.4427687875963737	0.9807760495352448	SHISA6
Impaired Coordination MP:0001405	1/372	0.5607893670820877	0.5814815608106363	0	0	1.2367596707219348	0.7153540420532306	SS18L1
Embryonic Lethality, Complete Penetrance MP:0011092	1/373	0.5617703214611232	0.5814815608106363	0	0	1.2333623946527172	0.711233463628392	CPT1A
Decreased Body Length MP:0001258	1/391	0.5790670300704672	0.5972894191286288	0	0	1.1751905751905751	0.6420501396058098	WNT10A
Abnormal Skin Morphology MP:0002060	1/421	0.6064285109206287	0.6233324415386253	0	0	1.0893178893178894	0.5448424174574692	GSDMA
Small Testis MP:0001147	1/440	0.6228532842097579	0.6379920793120785	0	0	1.041002277904328	0.49285658100880164	TCFL5
Enlarged Spleen MP:0000691	1/549	0.7049474878079375	0.7195830757901093	0	0	0.8285657920694417	0.2896930854519604	GSDMA
Postnatal Growth Retardation MP:0001732	1/599	0.7365101704637912	0.7492086216786841	0	0	0.7570279309409744	0.23152354331334082	KIF26A
Decreased Locomotor Activity MP:0001402	1/632	0.7555139131509487	0.7658989841220958	0	0	0.7160234719664197	0.20074225097215204	SV2C
Decreased Body Weight MP:0001262	2/1316	0.7937579327871108	0.8019129800417729	0	0	0.6779130728902418	0.15658214802911877	SGMS1;SEMA3A
Hyperactivity MP:0001399	1/746	0.8114386307156547	0.8169774609594477	0	0	0.6023217848721204	0.12585304050202248	HPSE2
Preweaning Lethality, Incomplete Penetrance MP:0011110	1/827	0.8433849878052768	0.8462536442263832	0	0	0.5406059812839474	0.0920823560638588	HPSE2
No Abnormal Phenotype Detected MP:0002169	2/1661	0.8898465990204117	0.8898465990204117	0	0	0.5253834304467215	0.061315499382806504	C1QTNF4;STAM2
