Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Absent Upper Incisors MP:0004790	1/8	0.08502272937454412	0.3218914097824267	0	0	12.854899027673897	31.685226304714885	BMP7
Adenohypophysis Hypoplasia MP:0008365	1/8	0.08502272937454412	0.3218914097824267	0	0	12.854899027673897	31.685226304714885	EGR1
Abnormal Aorta Elastic Tissue Morphology MP:0009862	1/8	0.08502272937454412	0.3218914097824267	0	0	12.854899027673897	31.685226304714885	EFEMP2
Decreased B-1b Cell Number MP:0008170	1/8	0.08502272937454412	0.3218914097824267	0	0	12.854899027673897	31.685226304714885	ZEB1
Abnormal Ciliary Body Morphology MP:0005099	1/8	0.08502272937454412	0.3218914097824267	0	0	12.854899027673897	31.685226304714885	SPNS2
Pleural Effusion MP:0010334	1/8	0.08502272937454412	0.3218914097824267	0	0	12.854899027673897	31.685226304714885	IVNS1ABP
Abnormal Cochlear OHC Efferent Innervation Pattern MP:0004632	1/8	0.08502272937454412	0.3218914097824267	0	0	12.854899027673897	31.685226304714885	SLITRK6
Abnormal Cricoid Cartilage Morphology MP:0002258	1/8	0.08502272937454412	0.3218914097824267	0	0	12.854899027673897	31.685226304714885	BMP7
Renal Glomerulus Atrophy MP:0011363	1/8	0.08502272937454412	0.3218914097824267	0	0	12.854899027673897	31.685226304714885	TCF21
Abnormal Ear Position MP:0000023	1/8	0.08502272937454412	0.3218914097824267	0	0	12.854899027673897	31.685226304714885	TBX15
Abnormal Endometrium Morphology MP:0004896	1/8	0.08502272937454412	0.3218914097824267	0	0	12.854899027673897	31.685226304714885	EGR1
Abnormal Eyelid Aperture MP:0003671	1/8	0.08502272937454412	0.3218914097824267	0	0	12.854899027673897	31.685226304714885	SPNS2
Small Cochlear Ganglion MP:0003986	1/8	0.08502272937454412	0.3218914097824267	0	0	12.854899027673897	31.685226304714885	SLITRK6
Decreased Macrophage Cytokine Production MP:0011079	1/8	0.08502272937454412	0.3218914097824267	0	0	12.854899027673897	31.685226304714885	MCAM
Decreased Molar Number MP:0006400	1/8	0.08502272937454412	0.3218914097824267	0	0	12.854899027673897	31.685226304714885	BMP7
Stomach Epithelial Hyperplasia MP:0005493	1/8	0.08502272937454412	0.3218914097824267	0	0	12.854899027673897	31.685226304714885	CA2
Decreased Post-Tetanic Potentiation MP:0002922	1/8	0.08502272937454412	0.3218914097824267	0	0	12.854899027673897	31.685226304714885	GRIK3
Abnormal Inhibitory Learning MP:0020340	1/8	0.08502272937454412	0.3218914097824267	0	0	12.854899027673897	31.685226304714885	DRD1
Ureter Obstruction MP:0003587	1/8	0.08502272937454412	0.3218914097824267	0	0	12.854899027673897	31.685226304714885	UPK2
Vascular Smooth Muscle Hyperplasia MP:0005489	1/8	0.08502272937454412	0.3218914097824267	0	0	12.854899027673897	31.685226304714885	EFEMP2
Abnormal Liver Size MP:0004848	1/8	0.08502272937454412	0.3218914097824267	0	0	12.854899027673897	31.685226304714885	EGR1
Distended Cecum MP:0009480	1/8	0.08502272937454412	0.3218914097824267	0	0	12.854899027673897	31.685226304714885	TLX2
Abnormal Metencephalon Morphology MP:0000847	1/8	0.08502272937454412	0.3218914097824267	0	0	12.854899027673897	31.685226304714885	WNT1
Abnormal Midbrain-Hindbrain Boundary Development MP:0004096	1/8	0.08502272937454412	0.3218914097824267	0	0	12.854899027673897	31.685226304714885	WNT1
Enhanced Exercise Endurance MP:0012107	1/8	0.08502272937454412	0.3218914097824267	0	0	12.854899027673897	31.685226304714885	MYOZ1
Enlarged Otoliths MP:0003143	1/8	0.08502272937454412	0.3218914097824267	0	0	12.854899027673897	31.685226304714885	ZEB1
Enophthalmos MP:0006198	1/8	0.08502272937454412	0.3218914097824267	0	0	12.854899027673897	31.685226304714885	NRTN
Abnormal Olfactory Neuron Innervation Pattern MP:0012014	1/8	0.08502272937454412	0.3218914097824267	0	0	12.854899027673897	31.685226304714885	ZEB1
Abnormal Parental Behavior MP:0002068	1/8	0.08502272937454412	0.3218914097824267	0	0	12.854899027673897	31.685226304714885	ZEB1
Abnormal Pectoral Girdle Bone Morphology MP:0004508	1/8	0.08502272937454412	0.3218914097824267	0	0	12.854899027673897	31.685226304714885	TBX15
Abnormal Pituitary Secretion MP:0001746	1/8	0.08502272937454412	0.3218914097824267	0	0	12.854899027673897	31.685226304714885	EGR1
Abnormal Platelet Shape MP:0003405	1/8	0.08502272937454412	0.3218914097824267	0	0	12.854899027673897	31.685226304714885	MYB
Abnormal Prostate Gland Epithelium Morphology MP:0001168	1/8	0.08502272937454412	0.3218914097824267	0	0	12.854899027673897	31.685226304714885	NRTN
Abnormal Reproductive System Development MP:0003936	1/8	0.08502272937454412	0.3218914097824267	0	0	12.854899027673897	31.685226304714885	WNT4
Increased Ly6C Low Monocyte Number MP:0013025	1/8	0.08502272937454412	0.3218914097824267	0	0	12.854899027673897	31.685226304714885	ARHGEF1
Increased Circulating Gastrin Level MP:0004731	1/8	0.08502272937454412	0.3218914097824267	0	0	12.854899027673897	31.685226304714885	SST
Increased Cornea Epithelium Thickness MP:0020854	1/8	0.08502272937454412	0.3218914097824267	0	0	12.854899027673897	31.685226304714885	NRTN
Abnormal Uterus Physiology MP:0009671	1/8	0.08502272937454412	0.3218914097824267	0	0	12.854899027673897	31.685226304714885	AQP4
Increased Pancreatic Islet Number MP:0009167	1/8	0.08502272937454412	0.3218914097824267	0	0	12.854899027673897	31.685226304714885	AKT2
Absent Cervical Lymph Nodes MP:0009633	1/8	0.08502272937454412	0.3218914097824267	0	0	12.854899027673897	31.685226304714885	LTB
Syndactyly MP:0000564	3/94	0.08591031530466227	0.3218914097824267	0	0	2.9832548403976977	7.322253936531246	ZEB1;MYB;RFNG
Increased IgM Level MP:0002494	3/95	0.08802473777037978	0.3218914097824267	0	0	2.950655624568668	7.170498567074586	CD79B;FGL2;LTB
Respiratory Failure MP:0001953	4/152	0.08807146582680035	0.3218914097824267	0	0	2.4505462909718227	5.953863644124682	MYCN;ZEB1;ECEL1;TCF21
Small Uterus MP:0002637	2/45	0.08822664389801312	0.3218914097824267	0	0	4.198531211750306	10.193388369537761	EGR1;AQP4
Abnormal Limb Bud Morphology MP:0005650	2/45	0.08822664389801312	0.3218914097824267	0	0	4.198531211750306	10.193388369537761	TBX15;MYCN
Distended Abdomen MP:0001270	2/45	0.08822664389801312	0.3218914097824267	0	0	4.198531211750306	10.193388369537761	ZEB1;TLX2
Increased Circulating Cholesterol Level MP:0005178	6/279	0.08952600478466421	0.3218914097824267	0	0	1.9994091929575801	4.825026528304521	ZMYM4;HNF4A;TFEC;SLA2;WNT1;AP1M2
Myopathy MP:0000751	2/46	0.0915910420774329	0.3218914097824267	0	0	4.1028708133971294	9.807591859540027	DMPK;MYPN
Abnormal Craniofacial Development MP:0003935	2/46	0.0915910420774329	0.3218914097824267	0	0	4.1028708133971294	9.807591859540027	BMP7;HIC1
Decreased Platelet Aggregation MP:0009549	2/46	0.0915910420774329	0.3218914097824267	0	0	4.1028708133971294	9.807591859540027	FCER1G;PIK3CG
Decreased Susceptibility To Induced Morbidity/Mortality MP:0009764	2/46	0.0915910420774329	0.3218914097824267	0	0	4.1028708133971294	9.807591859540027	FCER1G;AQP4
Thoracic Vertebral Transformation MP:0004618	2/47	0.09499252080252382	0.3218914097824267	0	0	4.011461988304093	9.442809504466187	TASP1;HOXC6
Increased Effector Memory CD8-positive, Alpha-Beta T Cell Number MP:0010850	2/47	0.09499252080252382	0.3218914097824267	0	0	4.011461988304093	9.442809504466187	DIAPH1;ARHGEF1
Absent Inguinal Lymph Nodes MP:0009622	1/9	0.09513179418690612	0.3218914097824267	0	0	11.247382198952879	26.459377111561896	LTB
Absent Mesenteric Lymph Nodes MP:0008465	1/9	0.09513179418690612	0.3218914097824267	0	0	11.247382198952879	26.459377111561896	LTB
Increased Susceptibility To Parasitic Infection Induced Morbidity/Mortality MP:0010750	1/9	0.09513179418690612	0.3218914097824267	0	0	11.247382198952879	26.459377111561896	AQP4
Absent Outer Ear MP:0005579	1/9	0.09513179418690612	0.3218914097824267	0	0	11.247382198952879	26.459377111561896	FOXI3
Abnormal NK T Cell Physiology MP:0008042	1/9	0.09513179418690612	0.3218914097824267	0	0	11.247382198952879	26.459377111561896	FCER1G
Increased Thoracic Vertebrae Number MP:0004651	1/9	0.09513179418690612	0.3218914097824267	0	0	11.247382198952879	26.459377111561896	MYOZ1
Abnormal Adrenal Gland Physiology MP:0002909	1/9	0.09513179418690612	0.3218914097824267	0	0	11.247382198952879	26.459377111561896	WNT4
Intestinal Hypoperistalsis MP:0003290	1/9	0.09513179418690612	0.3218914097824267	0	0	11.247382198952879	26.459377111561896	NRTN
Abnormal Alisphenoid Bone Morphology MP:0003235	1/9	0.09513179418690612	0.3218914097824267	0	0	11.247382198952879	26.459377111561896	BMP7
Loss Of Dopaminergic Neurons MP:0003244	1/9	0.09513179418690612	0.3218914097824267	0	0	11.247382198952879	26.459377111561896	NR4A2
Binucleate MP:0003708	1/9	0.09513179418690612	0.3218914097824267	0	0	11.247382198952879	26.459377111561896	CTNND1
Muscle Hypertonia MP:0004143	1/9	0.09513179418690612	0.3218914097824267	0	0	11.247382198952879	26.459377111561896	WNT1
Cerebral Edema MP:0011854	1/9	0.09513179418690612	0.3218914097824267	0	0	11.247382198952879	26.459377111561896	AQP4
Palatal Shelf Hypoplasia MP:0009883	1/9	0.09513179418690612	0.3218914097824267	0	0	11.247382198952879	26.459377111561896	BMP7
Decreased CD8-positive, Alpha-Beta Memory T Cell Number MP:0010839	1/9	0.09513179418690612	0.3218914097824267	0	0	11.247382198952879	26.459377111561896	DIAPH1
Primary Sex Reversal MP:0002995	1/9	0.09513179418690612	0.3218914097824267	0	0	11.247382198952879	26.459377111561896	TCF21
Abnormal Cranial Flexure Morphology MP:0004203	1/9	0.09513179418690612	0.3218914097824267	0	0	11.247382198952879	26.459377111561896	WNT1
Decreased Circulating Bicarbonate Level MP:0003017	1/9	0.09513179418690612	0.3218914097824267	0	0	11.247382198952879	26.459377111561896	CA2
Abnormal Distal Convoluted Tubule Morphology MP:0004757	1/9	0.09513179418690612	0.3218914097824267	0	0	11.247382198952879	26.459377111561896	BMP7
Renal Tubular Acidosis MP:0000525	1/9	0.09513179418690612	0.3218914097824267	0	0	11.247382198952879	26.459377111561896	CA2
Retina Pigment Epithelium Atrophy MP:0005548	1/9	0.09513179418690612	0.3218914097824267	0	0	11.247382198952879	26.459377111561896	BMP7
Abnormal Embryonic Erythrocyte Morphology MP:0004230	1/9	0.09513179418690612	0.3218914097824267	0	0	11.247382198952879	26.459377111561896	KLF1
Decreased Gastrocnemius Weight MP:0009422	1/9	0.09513179418690612	0.3218914097824267	0	0	11.247382198952879	26.459377111561896	MYOZ1
Decreased Heart Right Ventricle Wall Thickness MP:0021160	1/9	0.09513179418690612	0.3218914097824267	0	0	11.247382198952879	26.459377111561896	PPP1R13L
Small Basioccipital Bone MP:0004447	1/9	0.09513179418690612	0.3218914097824267	0	0	11.247382198952879	26.459377111561896	TBX15
Small Prostate Gland MP:0002774	1/9	0.09513179418690612	0.3218914097824267	0	0	11.247382198952879	26.459377111561896	EGR1
Small Vertebral Body MP:0004670	1/9	0.09513179418690612	0.3218914097824267	0	0	11.247382198952879	26.459377111561896	MYCN
Decreased Memory-Marker CD4-positive NK T Cell Number MP:0013522	1/9	0.09513179418690612	0.3218914097824267	0	0	11.247382198952879	26.459377111561896	ARHGEF1
Decreased Mitotic Index MP:0004759	1/9	0.09513179418690612	0.3218914097824267	0	0	11.247382198952879	26.459377111561896	EGR1
Telencephalon Hypoplasia MP:0000785	1/9	0.09513179418690612	0.3218914097824267	0	0	11.247382198952879	26.459377111561896	MYCN
Decreased Otolith Number MP:0003144	1/9	0.09513179418690612	0.3218914097824267	0	0	11.247382198952879	26.459377111561896	ZEB1
Decreased Tear Production MP:0020220	1/9	0.09513179418690612	0.3218914097824267	0	0	11.247382198952879	26.459377111561896	NRTN
Abnormal Kidney Papilla Morphology MP:0004193	1/9	0.09513179418690612	0.3218914097824267	0	0	11.247382198952879	26.459377111561896	ESRRG
Abnormal Mesonephros Morphology MP:0008487	1/9	0.09513179418690612	0.3218914097824267	0	0	11.247382198952879	26.459377111561896	MYCN
Dry Eyes MP:0001337	1/9	0.09513179418690612	0.3218914097824267	0	0	11.247382198952879	26.459377111561896	NRTN
Ear Inflammation MP:0001849	1/9	0.09513179418690612	0.3218914097824267	0	0	11.247382198952879	26.459377111561896	LAMC2
Abnormal Nephrogenic Zone Morphology MP:0011334	1/9	0.09513179418690612	0.3218914097824267	0	0	11.247382198952879	26.459377111561896	SPRY1
Eye Opacity MP:0009859	1/9	0.09513179418690612	0.3218914097824267	0	0	11.247382198952879	26.459377111561896	SPNS2
Abnormal Pupil Morphology MP:0001317	1/9	0.09513179418690612	0.3218914097824267	0	0	11.247382198952879	26.459377111561896	SPNS2
Abnormal Surfactant Composition MP:0004781	1/9	0.09513179418690612	0.3218914097824267	0	0	11.247382198952879	26.459377111561896	ADGRF5
Abnormal Temporal Bone Squamous Part Morphology MP:0004423	1/9	0.09513179418690612	0.3218914097824267	0	0	11.247382198952879	26.459377111561896	FOXI3
Abnormal Vagina Epithelium Morphology MP:0001140	1/9	0.09513179418690612	0.3218914097824267	0	0	11.247382198952879	26.459377111561896	RAB25
Abnormal Vertebral Body Development MP:0005227	1/9	0.09513179418690612	0.3218914097824267	0	0	11.247382198952879	26.459377111561896	MYCN
Increased Mitochondrial Number MP:0011628	1/9	0.09513179418690612	0.3218914097824267	0	0	11.247382198952879	26.459377111561896	ESRRG
Increased Number Of Howell-Jolly Bodies MP:0010178	1/9	0.09513179418690612	0.3218914097824267	0	0	11.247382198952879	26.459377111561896	MYB
Absent B Cells MP:0008071	1/9	0.09513179418690612	0.3218914097824267	0	0	11.247382198952879	26.459377111561896	CD79B
Absent Axillary Lymph Nodes MP:0009630	1/9	0.09513179418690612	0.3218914097824267	0	0	11.247382198952879	26.459377111561896	LTB
Absent Cerebellum MP:0000850	1/9	0.09513179418690612	0.3218914097824267	0	0	11.247382198952879	26.459377111561896	WNT1
Abnormal Erythropoiesis MP:0000245	3/99	0.09669845669044572	0.3218914097824267	0	0	2.8270502645502646	6.604435629477048	EGR1;MYB;KLF1
Extramedullary Hematopoiesis MP:0000240	3/99	0.09669845669044572	0.3218914097824267	0	0	2.8270502645502646	6.604435629477048	DIAPH1;PHC1;ARHGEF1
Absent Kidney MP:0000520	2/48	0.0984298613241858	0.3218914097824267	0	0	3.9240274599542335	9.097508632370818	GREB1L;WNT4
Increased Thigmotaxis MP:0002797	3/100	0.09891958416538502	0.3218914097824267	0	0	2.7977417771232203	6.472430230947878	NPEPPS;DRD1;TTBK1
Delayed Endochondral Bone Ossification MP:0003419	2/49	0.10190186703987836	0.3218914097824267	0	0	3.8403135498320267	8.770296931786081	TBX15;ZEB1
Absent Pharyngeal Arches MP:0003874	1/10	0.10512974579836169	0.3218914097824267	0	0	9.997091332169866	22.51904822485825	FOXI3
Absent Stapes MP:0004204	1/10	0.10512974579836169	0.3218914097824267	0	0	9.997091332169866	22.51904822485825	FOXI3
Abnormal Alveolar Macrophage Morphology MP:0008245	1/10	0.10512974579836169	0.3218914097824267	0	0	9.997091332169866	22.51904822485825	ADGRF5
Abnormal Anterior Cardinal Vein Morphology MP:0004784	1/10	0.10512974579836169	0.3218914097824267	0	0	9.997091332169866	22.51904822485825	MYCN
Aneurysm MP:0003279	1/10	0.10512974579836169	0.3218914097824267	0	0	9.997091332169866	22.51904822485825	EFEMP2
Metabolic Acidosis MP:0012551	1/10	0.10512974579836169	0.3218914097824267	0	0	9.997091332169866	22.51904822485825	CA2
Abnormal Cerebellar Layer Morphology MP:0009956	1/10	0.10512974579836169	0.3218914097824267	0	0	9.997091332169866	22.51904822485825	APC2
Orthokeratosis MP:0009675	1/10	0.10512974579836169	0.3218914097824267	0	0	9.997091332169866	22.51904822485825	LAMC2
Abnormal Cochlear IHC Afferent Innervation Pattern MP:0004746	1/10	0.10512974579836169	0.3218914097824267	0	0	9.997091332169866	22.51904822485825	SLITRK6
Abnormal Common Lymphocyte Progenitor Cell Morphology MP:0008249	1/10	0.10512974579836169	0.3218914097824267	0	0	9.997091332169866	22.51904822485825	MYB
Abnormal Cornea Endothelium Morphology MP:0005301	1/10	0.10512974579836169	0.3218914097824267	0	0	9.997091332169866	22.51904822485825	ZEB1
Abnormal Cortical Intermediate Zone Morphology MP:0008457	1/10	0.10512974579836169	0.3218914097824267	0	0	9.997091332169866	22.51904822485825	ARHGAP11A
Renal Glomerulus Fibrosis MP:0011377	1/10	0.10512974579836169	0.3218914097824267	0	0	9.997091332169866	22.51904822485825	FGL2
Decreased Circulating Lactate Level MP:0013404	1/10	0.10512974579836169	0.3218914097824267	0	0	9.997091332169866	22.51904822485825	CEBPD
Abnormal Enteric Ganglia Morphology MP:0001045	1/10	0.10512974579836169	0.3218914097824267	0	0	9.997091332169866	22.51904822485825	TLX2
Decreased Germinal Center B Cell Number MP:0008178	1/10	0.10512974579836169	0.3218914097824267	0	0	9.997091332169866	22.51904822485825	ZEB1
Decreased Gonadotroph Cell Number MP:0008335	1/10	0.10512974579836169	0.3218914097824267	0	0	9.997091332169866	22.51904822485825	WNT4
Small Scapula MP:0004343	1/10	0.10512974579836169	0.3218914097824267	0	0	9.997091332169866	22.51904822485825	TBX15
Decreased Luteinizing Hormone Level MP:0005132	1/10	0.10512974579836169	0.3218914097824267	0	0	9.997091332169866	22.51904822485825	EGR1
Small Vestibular Ganglion MP:0003987	1/10	0.10512974579836169	0.3218914097824267	0	0	9.997091332169866	22.51904822485825	SLITRK6
Thin Endometrium MP:0008258	1/10	0.10512974579836169	0.3218914097824267	0	0	9.997091332169866	22.51904822485825	AQP4
Abnormal Larynx Morphology MP:0002249	1/10	0.10512974579836169	0.3218914097824267	0	0	9.997091332169866	22.51904822485825	DSG3
Abnormal Lateral Semicircular Canal Morphology MP:0000037	1/10	0.10512974579836169	0.3218914097824267	0	0	9.997091332169866	22.51904822485825	ZEB1
Decreased Urine Chloride Ion Level MP:0011460	1/10	0.10512974579836169	0.3218914097824267	0	0	9.997091332169866	22.51904822485825	UPK2
Decreased Urine Uric Acid Level MP:0011424	1/10	0.10512974579836169	0.3218914097824267	0	0	9.997091332169866	22.51904822485825	UPK2
Decreased White Adipose Tissue Mass MP:0014146	1/10	0.10512974579836169	0.3218914097824267	0	0	9.997091332169866	22.51904822485825	AKT2
Abnormal Locomotor Circadian Rhythm MP:0020477	1/10	0.10512974579836169	0.3218914097824267	0	0	9.997091332169866	22.51904822485825	MAGEL2
Abnormal Lower Incisor Morphology MP:0030136	1/10	0.10512974579836169	0.3218914097824267	0	0	9.997091332169866	22.51904822485825	BMP7
Abnormal Lymph Node B Cell Domain Morphology MP:0002344	1/10	0.10512974579836169	0.3218914097824267	0	0	9.997091332169866	22.51904822485825	NFATC2
Abnormal Mammary Gland Physiology MP:0001881	1/10	0.10512974579836169	0.3218914097824267	0	0	9.997091332169866	22.51904822485825	HOXC6
Disorganized Secondary Lens Fibers MP:0002579	1/10	0.10512974579836169	0.3218914097824267	0	0	9.997091332169866	22.51904822485825	AGPS
Double Ureter MP:0011493	1/10	0.10512974579836169	0.3218914097824267	0	0	9.997091332169866	22.51904822485825	GREB1L
Abnormal Phrenic Nerve Innervation Pattern To Diaphragm MP:0012055	1/10	0.10512974579836169	0.3218914097824267	0	0	9.997091332169866	22.51904822485825	ECEL1
Abnormal Pterygoid Process Morphology MP:0004452	1/10	0.10512974579836169	0.3218914097824267	0	0	9.997091332169866	22.51904822485825	MN1
Abnormal Pulmonary Alveolar Sac Morphology MP:0010902	1/10	0.10512974579836169	0.3218914097824267	0	0	9.997091332169866	22.51904822485825	TCF21
Impaired Smooth Muscle Contractility MP:0000740	1/10	0.10512974579836169	0.3218914097824267	0	0	9.997091332169866	22.51904822485825	NRTN
Increased Bone Strength MP:0004149	1/10	0.10512974579836169	0.3218914097824267	0	0	9.997091332169866	22.51904822485825	SPNS2
Abnormal Small Intestine Crypts Of Lieberkuhn Morphology MP:0004841	1/10	0.10512974579836169	0.3218914097824267	0	0	9.997091332169866	22.51904822485825	AP1M2
Increased Heart Right Atrium Size MP:0008727	1/10	0.10512974579836169	0.3218914097824267	0	0	9.997091332169866	22.51904822485825	TCF21
Abnormal Ureter Development MP:0003672	1/10	0.10512974579836169	0.3218914097824267	0	0	9.997091332169866	22.51904822485825	SPRY1
Abnormal Urinary Bladder Urothelium Morphology MP:0000540	1/10	0.10512974579836169	0.3218914097824267	0	0	9.997091332169866	22.51904822485825	LAMC2
Abnormal Vasoconstriction MP:0000250	1/10	0.10512974579836169	0.3218914097824267	0	0	9.997091332169866	22.51904822485825	KCNK6
Increased Susceptibility To Poxviridae Infection MP:0020928	1/10	0.10512974579836169	0.3218914097824267	0	0	9.997091332169866	22.51904822485825	PIK3CG
Irregular Heartbeat MP:0001636	2/50	0.10540736315119256	0.3218914097824267	0	0	3.760087719298246	8.45990703774275	KCNH2;MYPN
Abnormal Cervical Vertebrae Morphology MP:0003048	2/50	0.10540736315119256	0.3218914097824267	0	0	3.760087719298246	8.45990703774275	TBX15;TASP1
Dilated Cardiomyopathy MP:0002795	2/50	0.10540736315119256	0.3218914097824267	0	0	3.760087719298246	8.45990703774275	PPP1R13L;A1CF
Impaired Hematopoiesis MP:0001606	2/50	0.10540736315119256	0.3218914097824267	0	0	3.760087719298246	8.45990703774275	PHC1;KLF1
Impaired Ovarian Folliculogenesis MP:0001129	2/50	0.10540736315119256	0.3218914097824267	0	0	3.760087719298246	8.45990703774275	AQP4;SCAI
Abnormal Digit Morphology MP:0002110	3/104	0.1080068868102833	0.32531787056941036	0	0	2.6863114882916865	5.9785481672005085	SCEL;ATP1A1;BMP7
Decreased Eosinophil Cell Number MP:0005012	2/51	0.1089451963624538	0.32531787056941036	0	0	3.683136412459721	8.16518308171094	HAS1;MYB
Abnormal Mandible Morphology MP:0000458	2/51	0.1089451963624538	0.32531787056941036	0	0	3.683136412459721	8.16518308171094	FOXI3;BMP7
Abnormal Phalanx Morphology MP:0005306	2/51	0.1089451963624538	0.32531787056941036	0	0	3.683136412459721	8.16518308171094	TBX15;ZEB1
Abnormal Forelimb Morphology MP:0000550	2/52	0.11251423445834144	0.32531787056941036	0	0	3.6092631578947367	7.885068927009628	EFEMP2;HIC1
Decreased Oocyte Number MP:0005431	2/52	0.11251423445834144	0.32531787056941036	0	0	3.6092631578947367	7.885068927009628	LIN28A;WNT4
Abnormal Iris Morphology MP:0001322	2/52	0.11251423445834144	0.32531787056941036	0	0	3.6092631578947367	7.885068927009628	PPP1R13L;SPNS2
Abnormal Small Intestine Morphology MP:0000496	2/52	0.11251423445834144	0.32531787056941036	0	0	3.6092631578947367	7.885068927009628	TLX2;AP1M2
Increased Trophoblast Giant Cell Number MP:0009397	1/11	0.11501779898801069	0.32531787056941036	0	0	8.996858638743456	19.45722177638967	IL11RA
Abnormal Antigen Presentation MP:0001835	1/11	0.11501779898801069	0.32531787056941036	0	0	8.996858638743456	19.45722177638967	FCER1G
Kidney Hemorrhage MP:0000533	1/11	0.11501779898801069	0.32531787056941036	0	0	8.996858638743456	19.45722177638967	FGL2
Abnormal Aorta Elastic Fiber Morphology MP:0003211	1/11	0.11501779898801069	0.32531787056941036	0	0	8.996858638743456	19.45722177638967	EFEMP2
Abnormal Aorta Tunica Media Morphology MP:0009873	1/11	0.11501779898801069	0.32531787056941036	0	0	8.996858638743456	19.45722177638967	EFEMP2
Long Stride Length MP:0010540	1/11	0.11501779898801069	0.32531787056941036	0	0	8.996858638743456	19.45722177638967	APC2
Loss Of Cortex Neurons MP:0003241	1/11	0.11501779898801069	0.32531787056941036	0	0	8.996858638743456	19.45722177638967	APC2
Common Ventricle MP:0010432	1/11	0.11501779898801069	0.32531787056941036	0	0	8.996858638743456	19.45722177638967	MYCN
Abnormal Deltoid Tuberosity Morphology MP:0004353	1/11	0.11501779898801069	0.32531787056941036	0	0	8.996858638743456	19.45722177638967	TBX15
Decreased Cranium Width MP:0008526	1/11	0.11501779898801069	0.32531787056941036	0	0	8.996858638743456	19.45722177638967	TBX15
Decreased Effector Memory CD8-positive, Alpha-Beta T Cell Number MP:0010851	1/11	0.11501779898801069	0.32531787056941036	0	0	8.996858638743456	19.45722177638967	DIAPH1
Short Metatarsal Bones MP:0004635	1/11	0.11501779898801069	0.32531787056941036	0	0	8.996858638743456	19.45722177638967	TBX15
Abnormal Geniculate Ganglion Morphology MP:0001082	1/11	0.11501779898801069	0.32531787056941036	0	0	8.996858638743456	19.45722177638967	FOXI3
Decreased Keratinocyte Proliferation MP:0009584	1/11	0.11501779898801069	0.32531787056941036	0	0	8.996858638743456	19.45722177638967	PPP1R13L
Decreased Megakaryocyte Cell Number MP:0008255	1/11	0.11501779898801069	0.32531787056941036	0	0	8.996858638743456	19.45722177638967	MPL
Decreased Mesenteric Fat Pad Weight MP:0009299	1/11	0.11501779898801069	0.32531787056941036	0	0	8.996858638743456	19.45722177638967	PHF2
Abnormal Hypothalamus Secretion MP:0001752	1/11	0.11501779898801069	0.32531787056941036	0	0	8.996858638743456	19.45722177638967	MAGEL2
Abnormal Inguinal Fat Pad Morphology MP:0005336	1/11	0.11501779898801069	0.32531787056941036	0	0	8.996858638743456	19.45722177638967	ZEB1
Decreased Susceptibility To Coronaviridae Infection MP:0020950	1/11	0.11501779898801069	0.32531787056941036	0	0	8.996858638743456	19.45722177638967	FGL2
Decreased Synaptic Depression MP:0002917	1/11	0.11501779898801069	0.32531787056941036	0	0	8.996858638743456	19.45722177638967	PRKACB
Abnormal Long-Term Object Recognition Memory MP:0002801	1/11	0.11501779898801069	0.32531787056941036	0	0	8.996858638743456	19.45722177638967	EGR1
Dilated Endolymphatic Duct MP:0006012	1/11	0.11501779898801069	0.32531787056941036	0	0	8.996858638743456	19.45722177638967	ZEB1
Dilated Renal Glomerular Capsule MP:0003670	1/11	0.11501779898801069	0.32531787056941036	0	0	8.996858638743456	19.45722177638967	BMP7
Abnormal Neurotransmitter Secretion MP:0005445	1/11	0.11501779898801069	0.32531787056941036	0	0	8.996858638743456	19.45722177638967	NRTN
Fusion Of Vertebral Bodies MP:0004612	1/11	0.11501779898801069	0.32531787056941036	0	0	8.996858638743456	19.45722177638967	BMP7
Abnormal Posterior Semicircular Canal Morphology MP:0002858	1/11	0.11501779898801069	0.32531787056941036	0	0	8.996858638743456	19.45722177638967	ZEB1
Abnormal Postural Reflex MP:0002980	1/11	0.11501779898801069	0.32531787056941036	0	0	8.996858638743456	19.45722177638967	ZEB1
Abnormal Presphenoid Bone Morphology MP:0004448	1/11	0.11501779898801069	0.32531787056941036	0	0	8.996858638743456	19.45722177638967	PHC1
Abnormal Respiratory System Morphology MP:0002132	1/11	0.11501779898801069	0.32531787056941036	0	0	8.996858638743456	19.45722177638967	DSG3
Abnormal Thymus Involution MP:0001824	1/11	0.11501779898801069	0.32531787056941036	0	0	8.996858638743456	19.45722177638967	NFATC2
Abnormal Thyroid Cartilage Morphology MP:0002260	1/11	0.11501779898801069	0.32531787056941036	0	0	8.996858638743456	19.45722177638967	BMP7
Absent Hippocampal Commissure MP:0008223	1/11	0.11501779898801069	0.32531787056941036	0	0	8.996858638743456	19.45722177638967	DCLK1
Decreased Vertical Activity MP:0002757	4/168	0.11575434439224302	0.3260106048490705	0	0	2.209392838609237	4.764080756691605	NPEPPS;MAGEL2;ADRA1D;DRD1
Abnormal Cardiac Outflow Tract Development MP:0006126	2/53	0.11611336611062786	0.3260106048490705	0	0	3.5382868937048504	7.618597839169054	KCNH2;PHC1
